,print_key
34.068-2-14,1
34.076-2-13,1
45.001-1-24.11,1
44.002-3-6.12,1
55.002-3-7.1,1
66.003-1-18.112,1
33.002-2-8.112,1
41.1-1-47.000,1
54.002-2-25.1,1
54.058-2-14,1
66.001-1-7.111,1
54.001-2-2.11,1
34.059-2-7,1
33.72-1-1.001/14,1
43.002-1-3,1
21.041-1-12,1
21.039-3-12,1
21.031-6-11,1
21.032-6-8,1
21.039-3-11,1
33.72-2-5.000,1
13.081-1-8.1,1
21.040-1-6,1
21.041-1-2.1,1
21.032-2-4,1
21.024-3-14,1
42.4-5-10.000,1
21.049-1-2.12,1
42.4-5-14.000,1
13.081-1-29,1
21.032-7-7,1
21.041-6-3.121,1
42.65-3-5.000,1
21.032-5-5.1,1
21.024-1-16,1
21.031-1-21,1
21.032-6-15.11,1
21.039-3-4,1
21.031-6-1.12,1
21.032-5-26,1
21.033-1-28.21,1
21.041-1-40,1
21.040-1-20.1,1
13.081-1-22,1
21.055-1-1.1,1
21.033-1-43,1
21.031-6-19,1
21.040-3-4.1,1
42.18-2-4.000,1
21.031-6-1.11,1
21.039-3-5,1
21.031-6-10,1
21.041-1-58,1
21.031-6-16,1
21.031-6-9,1
21.033-1-29,1
21.041-1-24.1,1
33.18-2-2.000,1
33.002-3-12,1
33.18-1-2.001/22,1
21.031-1-27,1
21.040-3-5.1,1
21.024-1-23,1
42.10-1-4.000,1
21.041-6-18,1
21.031-1-15,1
21.032-5-28,1
21.032-2-23.1,1
21.031-2-28,1
21.024-3-3,1
21.031-6-3,1
21.024-2-20,1
54.049-1-13,1
54.049-1-15,1
34.002-1-11.11,1
34.067-1-27,1
54.058-1-3.1,1
45.063-1-11,1
21.025-2-4.1,1
21.033-1-22.1,1
21.031-1-26,1
21.040-1-24,1
21.031-2-12,1
21.032-3-20.1,1
52.2-1-8.800,1
21.031-5-3,1
21.033-1-8,1
21.024-1-20,1
21.040-1-22.1,1
21.032-2-14,1
21.032-3-6,1
32.3-3-5.000,1
21.033-1-30,1
32.3-6-22.000,1
33.72-1-1.001/9,1
51.2-2-35.100,1
21.024-1-14,1
21.024-1-11,1
21.041-6-16.12,1
21.033-1-26,1
59.023-3-4,1
59.023-2-10,1
35.045-1-29,1
59.022-8-5,1
59.024-1-8,1
48.064-4-20,1
48.079-13-5,1
48.058-1-11.1,1
48.071-6-30,1
48.080-4-12,1
48.071-3-25,1
48.071-15-23,1
59.030-7-19,1
48.058-9-3,1
48.071-5-24,1
48.079-2-15,1
48.072-7-39,1
48.071-5-54,1
48.079-9-1,1
48.071-15-37,1
48.079-3-29,1
59.030-5-28,1
59.023-4-24,1
48.079-12-13,1
59.022-11-30,1
59.022-9-22,1
48.073-4-1.14,1
59.024-1-6.112,1
59.030-5-12,1
48.072-3-30,1
59.023-10-35,1
59.029-1-19.1,1
48.071-6-6,1
48.072-6-54,1
59.023-3-26,1
59.029-1-24,1
48.079-8-26,1
48.058-3-17.1,1
48.057-2-10,1
59.022-10-31.1,1
48.072-2-69,1
59.021-4-7.2,1
48.078-9-10,1
59.023-1-29,1
59.030-6-28.1,1
48.058-4-1,1
48.072-6-19,1
48.080-3-2,1
59.023-5-33,1
48.071-3-21,1
59.029-1-27,1
59.023-1-30,1
48.072-12-3,1
59.022-4-37,1
48.080-2-17,1
59.023-6-32,1
48.065-2-31,1
48.080-4-6.121,1
48.079-4-44,1
48.079-12-28,1
59.023-3-41,1
59.030-7-6,1
59.022-2-50,1
59.022-14-13,1
48.079-4-16,1
59.021-3-12,1
48.079-5-20,1
59.024-1-6.11,1
59.022-8-23,1
59.022-1-24,1
59.023-9-25,1
48.072-2-47,1
59.023-15-28,1
48.071-6-56,1
48.071-13-5,1
59.030-4-61,1
48.079-16-21,1
59.021-6-23,1
48.072-3-8,1
59.023-11-12,1
48.079-6-26,1
48.080-8-11,1
48.071-6-44,1
59.021-1-11,1
48.071-3-32,1
48.079-7-34,1
48.078-7-3.2,1
48.071-4-25,1
48.071-15-40,1
48.079-13-14,1
59.022-11-6,1
48.072-6-49,1
48.078-9-12,1
11.004-1-16,1
35.045-1-13,1
12.001-2-9,1
18.002-1-7.22,1
35.053-4-4.2,1
42.65-1-4.000,1
11.002-2-6,1
59.023-3-32,1
59.031-1-22,1
42.65-2-2.000,1
59.022-12-7,1
59.022-8-10.1,1
48.072-1-19,1
48.079-7-47,1
59.022-2-11,1
48.071-13-12,1
48.065-8-6,1
48.079-6-30,1
35.045-4-17,1
26.002-1-5.11,1
48.072-5-10,1
11.002-2-13.1,1
34.002-2-2,1
17.004-1-36,1
35.053-1-4,1
35.002-4-25,1
17.001-2-17,1
18.069-3-5,1
19.003-1-53,1
17.004-1-18,1
35.053-1-8,1
11.002-2-38,1
36.001-4-15,1
34.060-1-17,1
12.001-2-1,1
35.045-2-11,1
18.001-1-5.1,1
34.004-5-2.1,1
35.002-5-8,1
11.003-2-16,1
48.072-5-5,1
48.064-3-12,1
48.065-1-12,1
59.030-6-36.1,1
59.030-5-4,1
59.023-11-9,1
48.080-6-2.1,1
59.022-2-52,1
48.064-2-42.1,1
59.023-13-16,1
59.022-4-9,1
59.030-4-76,1
59.023-7-17,1
48.064-3-3,1
48.002-1-7,1
48.064-3-16,1
59.021-1-33,1
59.022-9-31,1
48.079-12-12,1
48.071-9-27,1
48.072-8-47,1
48.079-7-35,1
48.079-10-22,1
59.030-2-32.1,1
48.078-8-17.1,1
59.030-4-12,1
48.058-5-4,1
48.073-1-32,1
48.078-7-1.1,1
48.071-12-8,1
59.022-15-16,1
48.079-1-54,1
59.023-6-35,1
59.023-1-20,1
48.079-7-46,1
48.064-7-18,1
48.071-3-36,1
48.079-9-25,1
48.073-3-16.212,1
48.079-10-23,1
48.058-11-25,1
48.072-2-67.1,1
48.064-2-24,1
59.021-6-24,1
48.071-3-1,1
59.022-10-30,1
48.071-9-43,1
59.021-3-6.1,1
59.030-8-9,1
48.079-8-5,1
59.023-3-1,1
59.023-2-25,1
48.081-1-5,1
59.023-2-39,1
42.34-2-5.000,1
48.071-9-3,1
59.022-12-4,1
59.030-4-53,1
48.080-8-17.1,1
59.022-5-15,1
48.079-16-20,1
42.66-7-16.000,1
59.030-4-67,1
59.030-4-55,1
59.030-4-73,1
59.021-4-25.2,1
48.078-4-38,1
48.077-1-3.1,1
59.023-12-3.1,1
59.023-2-18,1
59.030-3-14.1,1
59.023-7-33,1
33.20-2-6.000,1
59.022-8-11,1
48.071-9-25,1
59.022-2-27,1
59.024-2-21,1
59.022-12-34,1
48.057-2-41.1,1
48.050-2-9,1
59.022-12-13,1
48.079-9-33,1
59.030-4-15,1
48.058-11-33,1
48.071-7-34,1
48.079-12-27,1
48.079-7-10,1
59.023-5-13,1
59.023-12-36,1
59.023-5-2,1
48.071-12-17,1
48.079-6-7,1
48.058-3-4.11,1
48.079-10-43,1
51.-1-23.200,1
48.079-11-6,1
48.058-11-12,1
59.022-8-1,1
48.072-8-44.12,1
59.024-1-9.1,1
48.079-3-1,1
48.079-2-26,1
48.072-6-14,1
32.3-5-13.000,1
43.17-1-27.000,1
59.023-6-37.1,1
59.024-2-41,1
48.080-1-21,1
48.072-10-6,1
59.023-3-6,1
48.072-13-8,1
48.071-7-33,1
48.058-2-8.11,1
59.023-12-9,1
48.072-2-2,1
59.023-1-2,1
42.1-3-10.000,1
48.071-15-38,1
59.023-10-27,1
48.064-7-19,1
48.079-1-20,1
48.071-15-21,1
48.064-2-27,1
48.072-2-32,1
59.031-1-19.1,1
59.023-9-30,1
48.072-12-15,1
48.073-4-1.121,1
59.022-11-4,1
59.030-5-26,1
48.071-11-5,1
48.079-9-10,1
48.079-8-31,1
59.022-7-1,1
48.058-1-16,1
48.058-3-5,1
48.079-10-30,1
48.058-11-8,1
48.057-1-7,1
59.023-5-42,1
48.079-6-21,1
48.071-15-7,1
48.079-13-20,1
48.071-6-40,1
59.023-5-34,1
48.065-9-2.12,1
48.079-2-10,1
48.079-3-31,1
59.030-4-47,1
59.022-11-12,1
59.022-4-45,1
59.023-6-24,1
59.030-6-2,1
48.064-3-11,1
59.023-3-27,1
48.072-6-39,1
48.079-6-4,1
48.071-3-33,1
48.072-12-7,1
59.023-10-13,1
48.079-14-17.1,1
33.72-7-1.000/9,1
59.023-7-37,1
48.071-7-22,1
59.023-6-40,1
48.071-1-12,1
48.079-4-31,1
48.073-2-20.1,1
48.080-6-5,1
48.064-4-4.1,1
48.072-12-16,1
48.079-11-9,1
48.065-2-27,1
59.022-9-24,1
59.022-12-25,1
48.079-4-5,1
48.072-10-3,1
48.079-5-3,1
59.023-15-22,1
59.023-10-4,1
48.058-9-12.1,1
48.077-1-20,1
48.071-1-3,1
48.079-8-38,1
42.6-3-9.330,1
48.079-16-12.1,1
48.072-14-8,1
48.079-5-4,1
48.079-15-27,1
48.071-2-19.1,1
48.079-5-39,1
48.072-7-6,1
48.071-3-44,1
48.057-1-9.2,1
48.057-1-14,1
42.6-3-9.340,1
48.078-1-26.1,1
48.078-1-1.1,1
48.079-3-13,1
48.079-2-4,1
42.35-1-4.000,1
48.072-13-7,1
42.2-2-8.200,1
48.073-2-13,1
48.071-7-47,1
48.079-15-29,1
48.064-3-31,1
59.021-4-25.1,1
48.072-2-63,1
48.063-1-16,1
59.022-9-15,1
59.023-11-4,1
48.065-4-3.21,1
59.023-10-6,1
48.072-7-19,1
48.080-4-13,1
48.080-4-8,1
48.073-3-3,1
48.080-4-6.122,1
59.022-14-14,1
48.078-4-6.1,1
32.014-1-23.000,1
175.051-4-20,1
176.001-1-14.2,1
32.279-3-1.000,1
29.001-1-12.11,1
38.004-1-48,1
48.004-1-19.32,1
28.082-2-9,1
60.001-2-36,1
29.003-2-1.11,1
28.004-2-31.11,1
32.0GB-5-1.000,1
60.001-2-21.1,1
29.003-1-8,1
60.002-2-10.1,1
73.003-1-14.2,1
32.0KD-2-2.000,1
28.004-2-44.11,1
38.003-3-25.111,1
32.0MC-2-5.800,1
49.001-1-16.1,1
50.004-1-9,1
38.077-1-7,1
48.004-1-33.11,1
60.001-2-2.2,1
50.002-1-3.122,1
39.003-1-9,1
38.004-1-19,1
38.002-3-23.12,1
50.030-4-5,1
39.003-1-20.1,1
50.038-1-33,1
38.026-1-8.111,1
50.030-4-11,1
50.004-1-11,1
60.004-1-14,1
32.232-1-8.000,1
73.001-1-3,1
51.003-1-19,1
49.001-2-1,1
60.003-2-10.311,1
38.063-1-4,1
62.003-1-1.2,1
50.037-1-9,1
39.002-1-1.11,1
61.003-1-4.21,1
50.001-2-9.2,1
50.038-1-31,1
38.004-1-20,1
28.004-2-29.3,1
39.001-3-15,1
73.001-1-6,1
38.004-1-8,1
28.075-1-21,1
32.182-1-1.000,1
28.004-2-44.13,1
39.003-1-1.13,1
48.002-2-26,1
49.004-1-2,1
50.001-1-25.111,1
28.004-2-44.12,1
39.002-1-35.2,1
32.0GB-1-16.000,1
49.001-1-27.211,1
32.279-2-44.000,1
28.075-1-49,1
38.002-4-6.12,1
60.004-3-2.11,1
39.001-1-9.11,1
29.003-1-10,1
29.003-1-21.1,1
38.049-3-6.2,1
50.001-1-31,1
38.077-1-33,1
39.004-1-37,1
60.002-3-29.12,1
48.002-2-47,1
72.002-3-6.122,1
38.049-3-5.11,1
61.001-1-19,1
49.003-1-40,1
28.004-2-30.2,1
72.002-3-10,1
49.002-1-39,1
73.003-1-12.1,1
49.004-1-49,1
72.002-2-12.111,1
29.003-2-2,1
50.029-1-13,1
49.001-1-17.11,1
39.003-1-20.11,1
48.004-1-17.1,1
9.073-10-27,1
15.003-2-7.13,1
15.002-2-9.1,1
9.074-11-18,1
9.073-10-26,1
9.073-10-23,1
9.073-9-15,1
9.073-1-8,1
9.073-5-9,1
9.073-9-6,1
16.026-2-13,1
9.073-7-14,1
9.073-1-14.1,1
9.073-7-2,1
49.004-1-37,1
60.004-1-32.1,1
28.004-2-3.11,1
39.001-1-42.2,1
38.070-1-31,1
32.279-2-32.000,1
32.215-5-1.000,1
38.049-1-6,1
32.296-1-2.000,1
15.003-1-13.21,1
22.058-2-1,1
8.003-3-4,1
8.044-3-6,1
9.001-1-89,1
9.001-1-88,1
22.002-2-50,1
9.065-3-2,1
32.182-5-3.000,1
15.041-1-6.1,1
15.002-1-42.3,1
8.004-2-4.112,1
8.056-1-39.1,1
22.059-2-15,1
8.048-1-13.1,1
9.003-2-61.12,1
8.044-1-17,1
8.003-3-3,1
73.001-1-41,1
60.002-2-16.2,1
61.003-2-1.2,1
39.002-1-11,1
49.003-1-11.12,1
38.002-2-5,1
49.003-1-11.11,1
61.002-1-20,1
38.056-1-5.11,1
38.070-1-9,1
62.001-1-26.121,1
62.003-1-1.12,1
60.004-1-4,1
72.002-2-18.121,1
39.003-1-11,1
60.001-2-38,1
32.279-2-35.000,1
38.026-1-19.1,1
61.002-1-29,1
61.002-1-3.2,1
38.055-1-21.14,1
32.263-2-5.600,1
38.055-1-12,1
39.001-1-2,1
49.001-1-17.12,1
72.002-3-15,1
29.003-2-1.13,1
62.002-1-6.1,1
39.004-1-12.1,1
28.004-2-46,1
49.004-1-4.122,1
38.026-1-4,1
61.002-1-9,1
50.002-2-15.1,1
60.003-2-14.122,1
39.001-2-6,1
39.003-1-23.2,1
50.002-1-13.1,1
50.004-2-1.12,1
29.001-1-13,1
72.002-3-11.2,1
126.-1-24,1
39.001-3-12.1,1
50.002-1-8.112,1
32.263-2-5.900,1
61.002-1-18,1
9.048-1-14,1
40.003-1-2.12,1
32.182-3-3.000,1
57.001-1-20,1
56.002-3-2.212,1
68.001-3-13,1
67.002-1-18.112,1
66.004-5-2.11,1
56.002-3-6,1
67.001-2-1.22,1
93.001-2-10,1
68.004-2-11,1
67.001-2-8.11,1
67.002-3-2,1
80.003-2-6,1
32.296-1-1.000,1
93.004-1-5,1
66.002-5-1.2,1
56.074-1-14.1,1
68.003-3-8,1
67.003-2-29.122,1
36.001-2-13.121,1
45.004-1-7.3,1
36.047-1-24,1
57.004-1-11.1,1
36.045-1-9.3,1
36.003-4-11,1
57.001-1-10,1
56.002-2-29.12,1
36.003-2-17,1
46.032-6-3.1,1
36.003-2-12,1
56.002-2-8,1
46.001-1-32,1
57.003-1-32,1
56.002-4-3,1
35.003-5-21.2,1
35.003-5-12,1
57.001-2-5,1
45.002-1-47,1
57.004-1-11.12,1
57.003-1-50.22,1
56.004-2-35,1
78.002-6-2.1,1
32.279-2-23.000,1
56.004-1-6.11,1
79.004-1-30.1,1
68.004-2-20,1
94.002-2-7.1,1
67.001-2-1.12,1
32.296-2-12.000,1
67.004-1-27.2,1
94.035-4-8.1,1
68.001-3-4.2,1
93.001-1-42,1
56.074-3-19,1
93.004-1-6,1
94.035-2-9,1
93.002-1-19.2,1
80.001-1-34.11,1
67.035-4-1,1
79.003-2-9.12,1
56.004-3-5.2,1
94.002-2-6,1
79.003-2-2,1
66.002-5-9.1,1
79.004-1-19,1
32.215-4-5.000,1
68.003-1-12,1
68.001-5-19,1
67.001-2-12,1
56.004-3-3.2,1
56.004-3-12.12,1
56.074-2-4,1
68.004-2-27,1
93.003-1-7,1
67.003-2-16,1
67.003-2-29.121,1
32.295-1-3.200,1
67.003-2-27.22,1
80.001-1-28,1
94.034-6-17,1
67.004-1-27.1,1
67.035-3-9,1
32.198-1-5.000,1
93.001-1-11,1
67.035-1-4,1
36.053-4-2,1
57.002-1-2,1
35.003-5-48.1,1
36.053-5-11,1
36.061-1-11,1
57.003-1-36.13,1
57.002-1-7.2,1
36.053-5-22.1,1
57.003-1-39.211,1
36.053-5-7,1
46.002-1-29.11,1
35.003-5-35.2,1
46.001-1-14.11,1
46.001-1-55.1,1
36.053-5-2,1
46.032-3-7,1
57.079-1-13,1
35.003-5-42,1
57.001-1-5.1,1
32.295-1-12.000,1
35.003-5-33.31,1
36.047-2-8,1
56.002-2-39,1
35.004-2-12.1,1
45.002-2-14.1,1
39.001-1-18,1
40.003-1-2.11,1
60.002-2-27.211,1
72.002-2-17.1,1
49.003-1-25.2,1
50.002-2-13.121,1
28.004-2-3.112,1
48.004-1-33.13,1
38.063-1-2,1
28.083-1-8.112,1
50.030-3-7,1
61.002-2-1.11,1
49.001-1-27.212,1
28.004-2-31.1,1
32.295-1-33.000,1
32.198-1-6.000,1
48.002-2-24,1
49.003-1-21.4,1
60.002-3-26,1
57.001-1-17.22,1
46.001-1-43,1
46.031-1-13,1
36.003-3-13,1
46.001-1-25.1,1
35.003-5-21.1,1
46.001-1-10.11,1
57.001-2-15.21,1
57.003-1-51.2,1
46.001-1-21,1
46.031-1-8,1
32.182-2-14.000,1
46.002-1-6.12,1
36.047-2-6,1
35.004-3-3,1
35.004-2-19.1,1
46.001-1-29,1
46.001-1-57,1
45.004-2-1.11,1
36.053-4-20,1
56.002-2-29.2,1
35.004-1-13,1
57.003-1-43,1
35.003-5-31.11,1
36.045-1-16,1
46.001-1-41,1
36.053-5-16.11,1
36.003-3-31,1
46.002-1-20.12,1
46.032-4-1,1
56.004-2-5.1,1
57.003-1-56,1
36.054-1-12,1
32.296-2-6.000,1
57.001-1-6.112,1
45.002-1-1,1
36.004-1-22,1
57.003-1-36.32,1
46.002-1-20,1
57.002-1-19.2,1
57.004-1-7,1
36.003-3-12.1,1
36.004-1-17,1
32.279-2-24.000,1
9.001-3-5.1,1
8.004-1-21.12,1
189.003-3-10.13,1
127.052-3-3,1
52.001-2-15.112,1
31.003-1-22.1,1
40.003-2-35,1
31.002-3-1,1
41.077-2-1.1,1
40.002-2-8.2,1
41.002-1-6,1
51.002-1-23.12,1
40.003-2-12.112,1
41.070-9-5,1
31.003-1-18,1
52.021-1-10,1
40.004-2-17.112,1
32.003-3-2.11,1
52.001-2-22.22,1
40.004-2-28,1
41.002-1-23,1
30.004-2-5.212,1
40.004-2-24.1,1
42.001-1-27.1,1
31.004-1-1.1,1
32.003-3-33.2,1
9.082-5-7,1
9.042-3-21,1
9.067-7-8,1
9.068-3-4.1,1
32.295-1-15.000,1
9.068-11-18,1
9.042-4-63,1
9.043-2-7,1
10.053-3-3,1
9.057-9-9,1
40.003-2-12.11,1
41.077-3-9,1
41.062-1-22,1
40.002-2-3.113,1
31.001-2-29.1,1
22.004-2-6.112,1
31.002-3-2,1
41.001-1-20.11,1
32.003-3-5.114,1
41.070-8-19,1
31.003-1-20.1,1
41.070-2-2.1,1
143.061-5-2,1
41.077-1-13,1
41.002-1-41,1
41.001-1-13.2,1
32.003-3-12.1,1
40.001-3-7.1,1
40.004-2-36.1,1
41.078-1-10,1
113.003-3-9.12,1
128.002-1-21.2,1
31.064-2-2,1
143.003-2-19.2,1
158.002-4-2,1
128.004-1-20.11,1
129.021-1-21,1
113.077-3-3.1,1
128.003-1-1,1
129.021-2-4,1
142.076-2-8,1
31.003-1-33,1
32.003-3-13.111,1
31.002-1-7,1
31.049-1-5,1
41.070-5-4.1,1
31.002-1-23.1,1
40.004-2-20.12,1
41.054-1-5,1
40.003-2-9,1
51.004-1-1.12,1
31.003-2-6.13,1
31.003-1-35.2,1
32.003-3-39,1
41.069-1-33,1
22.004-2-27,1
42.001-1-5,1
41.001-1-18.121,1
41.001-1-18.112,1
41.001-1-31.12,1
32.003-3-15.121,1
41.070-5-2,1
41.062-2-12,1
9.060-4-37,1
32.215-5-7.000,1
9.068-2-36,1
9.066-2-27,1
9.059-13-26,1
9.066-7-22,1
9.068-2-31,1
9.051-4-17,1
9.066-11-18,1
32.263-2-13.000,1
9.050-5-35,1
9.051-7-23,1
9.074-5-4,1
9.052-1-21,1
9.043-1-14,1
9.059-6-32,1
9.051-8-2,1
9.058-2-37,1
9.060-4-26,1
9.051-8-30,1
9.051-6-10,1
9.059-6-33,1
9.066-11-20,1
16.027-2-49,1
32.199-1-13.000,1
9.051-9-13,1
9.067-2-22,1
16.027-2-48,1
9.060-7-40,1
32.263-2-6.718,1
9.074-2-17,1
10.069-1-24,1
9.057-2-6.211,1
9.059-7-31,1
9.066-11-17,1
9.057-3-14.121,1
9.068-13-32,1
9.051-4-12,1
9.068-4-9,1
9.074-10-4,1
9.067-8-29,1
9.067-5-41,1
32.199-1-12.000,1
9.042-4-78,1
32.263-2-8.000,1
9.042-1-26,1
9.051-10-26,1
9.050-7-3,1
9.042-1-31,1
9.059-7-11,1
9.067-5-38,1
9.060-2-22,1
9.050-3-22,1
9.066-5-20,1
9.067-1-5,1
10.053-1-10,1
9.082-2-6,1
9.051-9-12,1
9.043-2-18,1
32.279-1-2.100,1
9.050-8-30,1
9.068-7-16,1
9.074-5-23,1
9.068-14-5.1,1
9.050-6-31,1
10.069-2-20,1
9.058-2-24,1
9.050-3-21,1
9.074-2-23,1
9.051-8-8,1
9.082-3-17,1
10.069-1-60,1
9.068-10-16,1
10.069-2-15,1
9.083-7-33,1
9.066-5-4,1
9.068-14-14,1
9.067-6-8,1
9.074-3-16,1
9.042-5-6,1
9.050-3-26,1
9.050-11-24,1
32.182-2-5.000,1
9.057-2-27,1
32.183-1-6.000,1
9.075-10-33,1
9.051-3-54,1
9.050-11-1,1
158.001-1-18,1
113.077-3-7.1,1
9.048-1-17,1
129.021-1-25.1,1
9.003-3-8,1
16.001-2-12.1,1
15.004-1-13,1
15.001-1-14.1,1
15.004-3-6,1
23.001-2-19,1
15.004-1-23,1
23.001-3-25,1
8.044-1-5,1
23.001-3-38.2,1
8.054-1-27.1,1
22.058-2-2,1
15.001-1-1,1
15.004-1-28,1
9.003-2-16.3,1
15.040-4-2,1
9.048-2-9,1
15.001-1-17.21,1
22.002-2-35.2,1
15.041-1-11,1
8.002-1-7.12,1
9.003-3-52,1
9.048-1-9,1
15.001-2-25,1
9.003-2-27.11,1
8.035-1-5,1
8.054-1-28.1,1
9.064-1-15.11,1
8.055-1-11.1,1
15.003-2-34.1,1
8.054-1-20,1
15.004-3-7,1
9.003-6-1,1
8.061-1-12.1,1
8.004-3-3,1
16.047-1-7,1
8.044-1-28,1
16.026-2-6,1
8.004-1-50.11,1
8.065-1-4,1
15.002-1-42.13,1
8.036-2-9,1
8.035-1-14,1
16.001-3-20.2,1
9.004-4-4,1
8.062-1-40.1,1
9.057-4-26,1
9.003-2-89,1
9.048-1-1,1
8.036-2-17,1
9.057-5-4,1
9.073-2-13,1
8.004-1-60,1
9.003-6-13.113,1
15.004-3-1.12,1
32.183-2-2.000,1
8.055-2-26.1,1
8.061-1-31.1,1
15.004-3-3,1
8.047-3-9.1,1
15.004-1-68,1
9.003-5-20,1
22.050-2-10,1
16.002-1-46,1
8.036-2-7,1
8.036-3-2,1
15.041-1-14,1
8.004-2-2,1
9.073-2-11,1
32.231-2-10.000,1
14.002-1-14.11,1
8.061-1-29.1,1
9.065-4-11.13,1
16.047-1-15,1
16.047-1-13,1
8.003-3-1.11,1
9.065-2-2,1
15.002-1-7.112,1
9.057-4-17,1
15.040-3-13,1
15.001-1-16,1
15.001-1-17.24,1
22.002-2-25,1
9.062-2-4.2,1
9.003-2-61.1,1
9.064-1-15.111,1
15.001-1-20,1
16.003-1-12.1,1
32.231-3-3.000,1
114.003-1-14.2,1
142.076-3-8,1
129.021-2-5,1
127.004-3-30,1
143.003-1-2,1
98.002-6-1,1
113.003-2-3.112,1
113.004-2-12,1
142.002-8-4,1
113.004-2-13.2,1
127.044-1-11,1
129.001-1-22.12,1
128.004-1-11.1,1
32.198-1-10.000,1
143.002-1-1.31,1
143.002-1-17.11,1
143.045-1-15,1
142.042-1-5,1
143.061-2-1,1
113.003-3-50,1
142.034-1-2,1
158.001-1-19,1
157.002-3-16.212,1
142.084-1-7,1
128.004-1-3.121,1
113.002-1-18,1
157.002-3-16.21,1
143.003-3-13.1,1
127.075-1-19,1
158.001-1-4.112,1
113.003-3-13,1
32.198-3-25.000,1
128.004-1-3.111,1
158.001-1-17.1,1
157.028-3-4,1
113.001-2-48.11,1
127.082-1-5,1
142.084-3-2,1
128.004-1-5.22,1
128.004-1-20.12,1
143.069-2-1,1
113.004-1-15,1
9.003-2-64.1,1
15.004-1-40,1
158.001-2-7.1,1
8.002-1-1.11,1
9.003-6-6,1
8.047-3-8.1,1
16.034-2-12,1
8.047-2-7.1,1
16.002-1-44.11,1
16.034-2-10,1
9.001-1-20,1
143.001-2-4,1
15.041-1-9,1
8.065-3-1.1,1
16.001-3-27.11,1
8.061-1-26.1,1
9.003-2-46.11,1
14.002-1-27.1,1
9.057-4-15,1
15.001-2-9,1
113.003-2-42,1
143.003-2-21.2,1
32.198-1-28.000,1
98.071-1-1,1
143.001-2-19,1
113.063-1-12,1
127.082-1-9,1
127.075-1-21.1,1
128.001-1-24,1
129.021-2-2,1
127.044-1-10,1
143.003-3-12.1,1
113.003-2-2.612,1
32.183-2-15.000,1
128.003-1-13.1,1
32.182-1-8.000,1
127.004-3-20.211,1
143.001-2-7,1
128.004-2-3.1,1
128.004-2-3.2,1
143.061-2-9,1
143.001-1-14,1
80.003-1-9,1
32.279-2-45.000,1
67.002-2-8,1
173.066-2-33,1
186.001-2-4.2,1
187.001-3-75,1
186.003-2-4.111,1
173.004-2-55,1
174.004-1-7,1
187.004-1-25.1,1
186.001-2-32.112,1
186.001-2-25,1
187.069-1-40.1,1
187.003-1-36,1
186.004-1-9.11,1
199.003-1-2.2,1
173.074-2-29,1
187.001-4-7.2,1
187.002-3-43.1,1
186.004-1-10.2,1
186.084-2-17.1,1
187.001-1-21.112,1
187.002-3-48.11,1
186.002-1-14.512,1
187.004-3-3,1
187.077-2-32,1
186.001-2-24.12,1
186.004-1-20.1,1
199.023-2-7.12,1
199.021-2-1.1,1
199.001-2-6.4,1
187.001-2-1.11,1
186.084-2-9,1
173.004-2-6.11,1
187.004-2-31.11,1
186.002-1-17,1
187.002-3-24.3,1
173.066-2-34.2,1
187.077-2-8,1
186.004-1-29,1
187.069-1-6,1
173.004-2-49.1,1
187.001-4-4,1
187.001-1-45.13,1
187.047-1-22,1
173.004-7-11,1
173.074-1-4,1
199.001-2-6.5,1
187.002-5-3,1
42.065-4-7.000,1
199.022-5-3,1
173.002-5-8,1
173.066-2-9,1
187.004-3-2,1
198.028-1-22,1
187.001-2-18,1
173.066-1-1,1
187.001-3-66.11,1
174.001-4-7,1
173.004-2-55.2,1
186.004-1-39.1,1
173.003-3-15,1
50.002-1-69.200,1
199.001-2-40.21,1
173.066-1-23,1
187.047-2-4.21,1
199.003-1-7,1
173.066-1-3,1
198.004-1-8,1
186.002-1-49,1
186.001-2-35,1
187.002-5-4,1
199.003-1-10.12,1
187.004-2-22.1,1
186.002-1-35,1
173.066-1-7,1
187.004-2-31.111,1
187.003-1-21,1
173.004-11-1,1
42.073-3-4.000,1
186.001-2-6.1,1
187.002-3-26.122,1
186.004-1-3.2,1
174.003-1-9,1
173.003-3-5.1,1
187.002-3-49,1
187.003-1-13.122,1
187.003-1-50.2,1
173.002-6-2,1
186.004-1-21,1
199.001-2-56.1,1
187.004-3-4,1
33.019-1-12.000,1
173.025-8-1.11,1
173.024-2-8,1
173.024-5-4,1
159.081-1-11,1
173.032-10-25,1
173.039-4-25,1
173.025-5-21,1
173.025-3-2.1,1
173.025-4-3,1
173.031-2-26,1
173.026-2-16.2,1
173.025-2-14.1,1
173.024-13-4,1
173.033-6-25,1
173.039-7-3,1
173.024-5-8,1
173.032-6-5,1
173.024-1-45.1,1
173.040-4-15,1
173.025-8-25,1
173.025-8-11,1
173.039-2-32,1
173.039-2-23,1
173.031-3-4,1
173.039-2-18,1
159.081-1-1,1
173.032-3-15,1
173.032-1-3.1,1
173.024-3-6.1,1
173.041-2-16.1,1
173.032-4-11.1,1
173.025-2-3,1
173.025-8-22,1
173.024-1-42,1
173.032-4-12.1,1
173.031-4-2,1
173.026-2-1.12,1
173.031-5-9.1,1
173.025-2-2,1
173.024-9-4,1
173.031-5-5.1,1
173.024-10-10,1
186.001-2-36,1
